id,preview_url,genre,danceability
1RlEmH2t7qSzU5r6XV1l0q,https://p.scdn.co/mp3-preview/ca8335b62c88b65c143277db21e912ccc02ae22a?cid=f49b8fe4af844617963433907d2571bc,hiphop,0.753
0Xs1aDAUmp3W6If2y5JQMK,https://p.scdn.co/mp3-preview/96627fd81d70d91c14b062b949e2835eb08d8fbb?cid=f49b8fe4af844617963433907d2571bc,rock,0.371
2hHC2jw8qiE4IAPDGjU4Fu,https://p.scdn.co/mp3-preview/c3af32e0fd09461a92664a9712288618215b62d1?cid=f49b8fe4af844617963433907d2571bc,hiphop,0.726
2qrCResILkL1JFeRBrv3qA,https://p.scdn.co/mp3-preview/7096c186fc7c2c22fa4875ad3f8694cfb4e47300?cid=f49b8fe4af844617963433907d2571bc,pop,0.734
37imLguIvWwDJNT6RGO2Qi,https://p.scdn.co/mp3-preview/11554697bdd991428f3f6465738f3f00b0ade4cc?cid=f49b8fe4af844617963433907d2571bc,country,0.476
2PyDqCtFcXsucZqTF4rE3i,https://p.scdn.co/mp3-preview/e484ba08c53474c59ff03ed022bfa730a86029a9?cid=f49b8fe4af844617963433907d2571bc,reggae,0.791
0hIrlDHawGdEw12lBSOWlP,https://p.scdn.co/mp3-preview/812d2aa89d15a0a9496d460658e0ff299ae4d611?cid=f49b8fe4af844617963433907d2571bc,metal,0.493
3YGsgJqtIWKjMjZtKLk11Z,https://p.scdn.co/mp3-preview/3517b69766a34314a3b7b6c933f7642ff3727697?cid=f49b8fe4af844617963433907d2571bc,blues,0.294
01lvgdQKXkM8AHUXRhawMk,https://p.scdn.co/mp3-preview/4711609495e61adaed0b2285fc14cbece73120e3?cid=f49b8fe4af844617963433907d2571bc,disco,0.602
0aBF6Zob3o2GthzPTuVplz,https://p.scdn.co/mp3-preview/c43b6b30efc0d87d8138ded97bb7a489590163f7?cid=f49b8fe4af844617963433907d2571bc,blues,0.579
4DoxBUKSlnZwe30Y23mGbH,https://p.scdn.co/mp3-preview/86f4ee7bf98671652a3854d2e6009ae6e0e804ab?cid=f49b8fe4af844617963433907d2571bc,disco,0.893
1LM5zQv5pBKPyO7rm7Uz6U,https://p.scdn.co/mp3-preview/cf3844864a2e5d92b288fc8fd7fd9308e1a48c58?cid=f49b8fe4af844617963433907d2571bc,country,0.517
6ursmCnbc9oDRGa2yHKkoZ,https://p.scdn.co/mp3-preview/6872c1cff7bdfa31df19ff6cad7c7f0e8e28b899?cid=f49b8fe4af844617963433907d2571bc,metal,0.428
6nwsTLwf3gxDJcWgjilg4o,https://p.scdn.co/mp3-preview/88c12f1cfd0a6ec0292c55007f514a1e7c106be6?cid=f49b8fe4af844617963433907d2571bc,hiphop,0.791
14XKk6Ly4Os7O3KKMLBnfP,https://p.scdn.co/mp3-preview/645797060347f1af4fb05152c9370b3d028bf265?cid=f49b8fe4af844617963433907d2571bc,rock,0.714
1a2iF9XymafjRk56q7oCxo,https://p.scdn.co/mp3-preview/8faa93aa2d3e22a430ee9685e3ad2695c5508417?cid=f49b8fe4af844617963433907d2571bc,blues,0.427
32ogrBiK5QBeMwidTdnMoq,https://p.scdn.co/mp3-preview/df99809c7573205d4131c22364ec73360f4fbc25?cid=f49b8fe4af844617963433907d2571bc,country,0.728
2hEYslbdYWFSIA6JboUvnR,https://p.scdn.co/mp3-preview/f84b61c506fb1370fae3d31b8b7a6bed0418e648?cid=f49b8fe4af844617963433907d2571bc,metal,0.354
4oQqhPHN4Q8QeKZYrjRNKr,https://p.scdn.co/mp3-preview/08eb4eb75fcbc007e31115452eac1910d0eebc1b?cid=f49b8fe4af844617963433907d2571bc,reggae,0.645
0hYdFsDUc23IOXCra6ddkB,https://p.scdn.co/mp3-preview/9f7b4849ad684fbf9c83576865beadb5666b31f2?cid=f49b8fe4af844617963433907d2571bc,pop,0.462
1ot6jEe4w4hYnsOPjd3xKQ,https://p.scdn.co/mp3-preview/233c66ecad027c7a483ea286bf892afef40f0a02?cid=f49b8fe4af844617963433907d2571bc,disco,0.59
2grjqo0Frpf2okIBiifQKs,https://p.scdn.co/mp3-preview/0255fcb42a2cddab46a38ae124810435f55310a4?cid=f49b8fe4af844617963433907d2571bc,disco,0.697
2nKvLnpExkH7Mfc14c6a7H,https://p.scdn.co/mp3-preview/8fa57191ecbba6da96c05162c40ef58024e7ec3a?cid=f49b8fe4af844617963433907d2571bc,country,0.6
4zvqMZ6g4wKZaPpOQvoBpP,https://p.scdn.co/mp3-preview/bfa0e4cfc51a269e50da54f01e8c64050a527558?cid=f49b8fe4af844617963433907d2571bc,metal,0.392
3M5zmqmD9yjsi9QuDNIWGk,https://p.scdn.co/mp3-preview/9e238a65be8d0f3025b77e1529eee344e5cb8367?cid=f49b8fe4af844617963433907d2571bc,rock,0.723
3rXCZRMiMZp0feGcYXpwYX,https://p.scdn.co/mp3-preview/8697c7630c5cd3bc497ccfc24cc3eef9d4b21016?cid=f49b8fe4af844617963433907d2571bc,country,0.467
3IFdgovo2BeNChD2DWBh7H,https://p.scdn.co/mp3-preview/8748380636329594be02bf76de2dc0159b4d0092?cid=f49b8fe4af844617963433907d2571bc,jazz,0.711
7fu3Tv5rcoGD1PZV7s57WW,https://p.scdn.co/mp3-preview/4b6dd1301d372676cd09f3cda0e9c5375aa4178f?cid=f49b8fe4af844617963433907d2571bc,disco,0.596
6IvxXL0dqXJlgIoIFfMqFA,https://p.scdn.co/mp3-preview/934f4a3cdc2093ac7bb6cafece8c85955e6cc088?cid=f49b8fe4af844617963433907d2571bc,metal,0.533
5RBWMYMSe6ihNb0hC8ro8v,https://p.scdn.co/mp3-preview/0c6e1366f7590816d91b4aa5c55157bf26f76d35?cid=f49b8fe4af844617963433907d2571bc,metal,0.332
2ouuJSUIduWYoqQVulT4yk,https://p.scdn.co/mp3-preview/5ac5264df0200a464fef8db535534a3f3efb5777?cid=f49b8fe4af844617963433907d2571bc,rock,0.445
2vX89NuNGOB4jPgstw3TJb,https://p.scdn.co/mp3-preview/c8bd364b1b0a996885ab5e7e49cd99319a84ea92?cid=f49b8fe4af844617963433907d2571bc,rock,0.633
6K1fkMb7NnWqjUv3w8js1t,https://p.scdn.co/mp3-preview/e86dd9bef614b200cbc5726f08365cf6abd555b3?cid=f49b8fe4af844617963433907d2571bc,classical,0.358
4ahRk0UuJxSL09tQR0xwvK,https://p.scdn.co/mp3-preview/d1dd847aa5029d6fe00ea83b8740b777468c621a?cid=f49b8fe4af844617963433907d2571bc,reggae,0.872
2fDHuS1PTkHBbCWWZF1ph9,https://p.scdn.co/mp3-preview/3ec9ecc3476af893db9c60c71ed8661ec32391bd?cid=f49b8fe4af844617963433907d2571bc,country,0.621
2YQx1HsasbXKv8nVvXKidO,https://p.scdn.co/mp3-preview/b15f52bf573c522ff8f6ce659dcd0e44d27f481b?cid=f49b8fe4af844617963433907d2571bc,hiphop,0.588
2M2WJ7gBlcKNxdhyfPp9zY,https://p.scdn.co/mp3-preview/184d7bc77159a53bffe1930a0179ae9138c78ef9?cid=f49b8fe4af844617963433907d2571bc,disco,0.784
1HRx7dciQYCv76XvbBDAGM,https://p.scdn.co/mp3-preview/0a6995f33c8b09501cea6fdfb6931a8534888d3c?cid=f49b8fe4af844617963433907d2571bc,blues,0.537
6SXY9sSqrlQxZGZO589Ywx,https://p.scdn.co/mp3-preview/467f1c4d2ea6dc1d1260ff0bd1a4fed282798929?cid=f49b8fe4af844617963433907d2571bc,rock,0.599
268q0mDTAs7O9ssY6KE1ZG,https://p.scdn.co/mp3-preview/940fdb854b68f536a3c29d5b0328933c127779de?cid=f49b8fe4af844617963433907d2571bc,rock,0.548
4DA4z5zASfFwbXOrHm8FWq,https://p.scdn.co/mp3-preview/405f260d3196b8bf1ed3bf05d1b05f3560f3008d?cid=f49b8fe4af844617963433907d2571bc,jazz,0.385
5cCLKP66G2PJEorzYQVXHR,https://p.scdn.co/mp3-preview/06b5a30620c524581cf4ca5a4c2d47cd97cf8275?cid=f49b8fe4af844617963433907d2571bc,country,0.686
33d7jB1nMIaOL0WgZLlhg4,https://p.scdn.co/mp3-preview/4045a8109a2e10b66dbf0bb0a3527ff1b093b36e?cid=f49b8fe4af844617963433907d2571bc,rock,0.646
0mD19MC6H0OzHvEUADHypU,https://p.scdn.co/mp3-preview/5c90a6d9bd4df7514d305528ec0e545502f4a647?cid=f49b8fe4af844617963433907d2571bc,reggae,0.683
35X1ucjCm7rHK80qJ413ci,https://p.scdn.co/mp3-preview/43c37466f22ded1754657c7ef3ab1d68aaa4866a?cid=f49b8fe4af844617963433907d2571bc,blues,0.69
60fUDmIWuKhngaeBIVhqIV,https://p.scdn.co/mp3-preview/7c153b1c254c73fe348016ce9b56c5f18a1b8f19?cid=f49b8fe4af844617963433907d2571bc,metal,0.513
0kFkskhhAiPusLZw2C1gMq,https://p.scdn.co/mp3-preview/bd1182c5b5682ccc8fa7f626bcdfad9111ba47f9?cid=f49b8fe4af844617963433907d2571bc,reggae,0.9
4B6mG7n0BxvasblplYkgV5,https://p.scdn.co/mp3-preview/28098df9f53b235335aceed6c7463d83513b7b51?cid=f49b8fe4af844617963433907d2571bc,reggae,0.799
5SlXY4uuH8F1hNcCtlk6a2,https://p.scdn.co/mp3-preview/eb9541b018cbde12f866ba3fa4d4309165913614?cid=f49b8fe4af844617963433907d2571bc,jazz,0.699
58r4JuwHhXLAkttkaUZfLw,https://p.scdn.co/mp3-preview/74844a5acf98a35f2cc4b91b12f2f559f08fab68?cid=f49b8fe4af844617963433907d2571bc,disco,0.836
3uJ8J19euzlMHBuobmIXbb,https://p.scdn.co/mp3-preview/2d1d1bf0d5c2c17fd41d1c0c88c37bc9e927f33c?cid=f49b8fe4af844617963433907d2571bc,disco,0.908
2yVn6HBQboZnJruNoauin7,https://p.scdn.co/mp3-preview/ca0724d61de32a75af510dbcc3a1cb45c70739ac?cid=f49b8fe4af844617963433907d2571bc,rock,0.562
1gND1zOlYtYgXdhRmpIOGJ,https://p.scdn.co/mp3-preview/65f60c96c2e9eb898713332324bddc0e750d0f0b?cid=f49b8fe4af844617963433907d2571bc,disco,0.745
0z0JSkE5Nw3i3nin3BBSuG,https://p.scdn.co/mp3-preview/91c9f86d07d98bc8d81d462f0b76a018ee4eaeaf?cid=f49b8fe4af844617963433907d2571bc,reggae,0.704
2XBeWZJeIojOrFOfVvn2dF,https://p.scdn.co/mp3-preview/5e4db696dac2fed813287f92d7c3c9bff6ef336a?cid=f49b8fe4af844617963433907d2571bc,blues,0.502
6ztstiyZL6FXzh4aG46ZPD,https://p.scdn.co/mp3-preview/06c36139896754af7269ca5540bcd522e598518a?cid=f49b8fe4af844617963433907d2571bc,disco,0.802
0bILU0UiNDmA5Ff6whhb2R,https://p.scdn.co/mp3-preview/ff84c6f74e198ce32fde31707115f1a6efc5e2fa?cid=f49b8fe4af844617963433907d2571bc,country,0.57
0baguYeIsl8FtArOv1jV5o,https://p.scdn.co/mp3-preview/ec0d3caa407335bbcf2816bbb5562011fd00d591?cid=f49b8fe4af844617963433907d2571bc,metal,0.39
2gcVYbtY4GPLvnAzitTvee,https://p.scdn.co/mp3-preview/88d2d5616474eb67f7d5cff4a360c5ca97a5b0c9?cid=f49b8fe4af844617963433907d2571bc,rock,0.601
46oKpr00CmuPJGvPZ3y9uk,https://p.scdn.co/mp3-preview/bbb5a6736a06df664b5c532aa53069bf8187af1d?cid=f49b8fe4af844617963433907d2571bc,reggae,0.66
4VC6Ihh1epJiQPiiMpJXDE,https://p.scdn.co/mp3-preview/cc6de92c8efa7343253169a3182ce20e963c6dc9?cid=f49b8fe4af844617963433907d2571bc,reggae,0.83
3INoRjtC6c0SZJaet3465R,https://p.scdn.co/mp3-preview/08b7c5c0fa1b3ca589d6506e187ea00773f4340e?cid=f49b8fe4af844617963433907d2571bc,rock,0.41
3L1bBpBTa1SmGivOhR6DID,https://p.scdn.co/mp3-preview/819f9724e64d62344b3ed6915b3330a2729d22c8?cid=f49b8fe4af844617963433907d2571bc,disco,0.737
0lLqS6XnoLYJJXHj57h4jz,https://p.scdn.co/mp3-preview/b01135e9e900ea103615281cf8e788af14722c8a?cid=f49b8fe4af844617963433907d2571bc,disco,0.671
2pGbOFiWVwZaTq3iKi5sGb,https://p.scdn.co/mp3-preview/dface993dacaf7516c9b4a77afb04a5ef81d0a72?cid=f49b8fe4af844617963433907d2571bc,hiphop,0.794
3ptTr5IwiVaLcRDqfIypMs,https://p.scdn.co/mp3-preview/8d144da200e882d79f4156769ecdb14e8c80f5d4?cid=f49b8fe4af844617963433907d2571bc,disco,0.745
6ECnAHxGQilDe32zQqfdz3,https://p.scdn.co/mp3-preview/2e6e26bbcf347f7d91b98031638e7a6a58878e1e?cid=f49b8fe4af844617963433907d2571bc,blues,0.593
6Yo813UNQqb04YoU1wYz5e,https://p.scdn.co/mp3-preview/8248fbaeb09c161f4dc104d9e3287a21d88ed2be?cid=f49b8fe4af844617963433907d2571bc,disco,0.687
3Ex8m5Jdy3ecEdC8CSF6HP,https://p.scdn.co/mp3-preview/e044096345a551be4316f1ee5533779f4f23c23b?cid=f49b8fe4af844617963433907d2571bc,classical,0.27
1Y373MqadDRtclJNdnUXVc,https://p.scdn.co/mp3-preview/8b4eb14f1ee6731c90c04cf006b3f18fe0cebaa0?cid=f49b8fe4af844617963433907d2571bc,metal,0.412
7fgWjudYcn1YXHETaz8Coh,https://p.scdn.co/mp3-preview/c6c39164d89a737feca93b67f5f3d02441a1322b?cid=f49b8fe4af844617963433907d2571bc,reggae,0.937
67dvGwfXOa1Ne5nIBT4eX9,https://p.scdn.co/mp3-preview/dd863cddd5cc32d584bb20bd8464fc1a83062cce?cid=f49b8fe4af844617963433907d2571bc,jazz,0.275
0hLiFVr4wBItboPoHKRU8L,https://p.scdn.co/mp3-preview/b02165c24236050f681be1f7d1d124f12d56e68c?cid=f49b8fe4af844617963433907d2571bc,rock,0.221
2XtLmRzZSkNOXGRPgae8MA,https://p.scdn.co/mp3-preview/0b676243d12e31f0bf4a12d62a7a8f294ccdb0fe?cid=f49b8fe4af844617963433907d2571bc,disco,0.822
0R4MUBCZFRNKlzWc8xFssr,https://p.scdn.co/mp3-preview/8f9e667eb5792cce8a167c100320aede891dec08?cid=f49b8fe4af844617963433907d2571bc,jazz,0.476
6f3OYG5R630tjwFIHIE7j2,https://p.scdn.co/mp3-preview/c56236fb8f50f3b3b1370e9fab1ea6c7e9e168c0?cid=f49b8fe4af844617963433907d2571bc,blues,0.775
32TLSFmZvvVgmWmVS2qGVh,https://p.scdn.co/mp3-preview/ff57ed0d002031f3e10c2924b5f06e063712ea03?cid=f49b8fe4af844617963433907d2571bc,reggae,0.907
6QxdN1k7aMhkFiTmuFRUPs,https://p.scdn.co/mp3-preview/3c8905d7c648eaadcb52de6ce10ec61ecd9e6431?cid=f49b8fe4af844617963433907d2571bc,pop,0.605
11nF2K1iXn9Ettln1Nc29b,https://p.scdn.co/mp3-preview/707f885bd5d348d8360bb4b268e5d9cf01537f9c?cid=f49b8fe4af844617963433907d2571bc,reggae,0.667
1ZpPaBDswjV3VSUKqLDXPE,https://p.scdn.co/mp3-preview/3eecc5c99bdf656565487479a00b51b008da860d?cid=f49b8fe4af844617963433907d2571bc,country,0.626
0S38Oso3I9vpDXcTb7kYt9,https://p.scdn.co/mp3-preview/37dae98703ecc268384d30ed33045254aa4198c9?cid=f49b8fe4af844617963433907d2571bc,metal,0.395
2NZfckfF2jzReopBG88UOB,https://p.scdn.co/mp3-preview/16055e75424068c4a83e9b11f0342ed711aa1891?cid=f49b8fe4af844617963433907d2571bc,rock,0.485
4Qup2zholspnhLpgkO77C2,https://p.scdn.co/mp3-preview/d6b032573dd652bc4f4e12e87a7cafdf2ef043ed?cid=f49b8fe4af844617963433907d2571bc,reggae,0.735
0rBuEt8oLwJNGkByZLzc75,https://p.scdn.co/mp3-preview/3effdd21c8d7d2037659329a872dd0f66d77dc20?cid=f49b8fe4af844617963433907d2571bc,reggae,0.796
53N17V1sJUzebqjy8CK6S1,https://p.scdn.co/mp3-preview/c31d13ca071038a44c44d7e1700949589519da02?cid=f49b8fe4af844617963433907d2571bc,rock,0.543
1b0TK4bq3WCqrw9WLTArF5,https://p.scdn.co/mp3-preview/fe97db3b6d1b9e789ce3b544c5f2952178550270?cid=f49b8fe4af844617963433907d2571bc,disco,0.697
4KwDUgx7TcYyvZ6tZZR7bR,https://p.scdn.co/mp3-preview/2941221366de66e4fb1ba61346a66943b4ae2c23?cid=f49b8fe4af844617963433907d2571bc,rock,0.614
2MYVS1724Vd9x3JISFCUeC,https://p.scdn.co/mp3-preview/e1c6536996debc4d47cd57f2e5e4c1c5da2c81da?cid=f49b8fe4af844617963433907d2571bc,rock,0.646
77oHNQVdYwZFMUGzWVY8H3,https://p.scdn.co/mp3-preview/c373510ecf528522ab609c5c93f98af98f491411?cid=f49b8fe4af844617963433907d2571bc,rock,0.411
5xgTrOQxWmQUrJTIkan8fQ,https://p.scdn.co/mp3-preview/88ec81a18175ef9b2db8db3c4eb55f4e37224564?cid=f49b8fe4af844617963433907d2571bc,rock,0.562
3LYvtDZSTCQv9WrUv15vyZ,https://p.scdn.co/mp3-preview/d718d4db6a2c5731a37be5e16f31b8e915183b11?cid=f49b8fe4af844617963433907d2571bc,disco,0.924
2i8vSdlmDhFscyM40CJUcs,https://p.scdn.co/mp3-preview/639f3c43c9b2b5686e656ee33590c274a978aa1d?cid=f49b8fe4af844617963433907d2571bc,hiphop,0.78
3zLTPuucd3e6TxZnu2dlVS,https://p.scdn.co/mp3-preview/8602651c0c75b98e27d50337835abe5cd9f95b86?cid=f49b8fe4af844617963433907d2571bc,classical,0.289
1cqMaulAZAoUZfRZlOR29V,https://p.scdn.co/mp3-preview/396e68f62f57c983f8aa3aa3bd9c146450f162ea?cid=f49b8fe4af844617963433907d2571bc,disco,0.809
5omIW7YOPhA6CULhkdz6jE,https://p.scdn.co/mp3-preview/69362489d06ea21542b68800df2e2d44167ee95f?cid=f49b8fe4af844617963433907d2571bc,hiphop,0.743
50f0mt35cIwwu3Krk7nS7b,https://p.scdn.co/mp3-preview/aafa811220e841e2c150fcd0f4acedc7d84ea4a8?cid=f49b8fe4af844617963433907d2571bc,disco,0.868
25GC50HslaaruyrKjdu0lP,https://p.scdn.co/mp3-preview/713e0e50ce237a84d96d6446860b469da09596ca?cid=f49b8fe4af844617963433907d2571bc,metal,0.569
5anCkDvJ17aznvK5TED5uo,https://p.scdn.co/mp3-preview/658f53ebe57308e7fdfb755ff9ad30c99696eb6f?cid=f49b8fe4af844617963433907d2571bc,metal,0.58
01LbjszpVOnWUHJo6YLiun,https://p.scdn.co/mp3-preview/b2d310de24e549c6034d2d8c6ed05c4a81242bb8?cid=f49b8fe4af844617963433907d2571bc,reggae,0.777
28TcG73tbc4iGrGBFjiBnR,https://p.scdn.co/mp3-preview/1126c42548cece0908391f47f24a20c1b252ac5c?cid=f49b8fe4af844617963433907d2571bc,metal,0.575
58PSYdY0GFg0LFb2PxYk4T,https://p.scdn.co/mp3-preview/4cfb55a2ddbd24a5538f21588a85fa5727025aa7?cid=f49b8fe4af844617963433907d2571bc,blues,0.598
5Z8EDau8uNcP1E8JvmfkZe,https://p.scdn.co/mp3-preview/98638e1985dfea1f4617e804f47e56271e11156e?cid=f49b8fe4af844617963433907d2571bc,metal,0.294
1kKzLv3w7I5NXzEtWkSzi4,https://p.scdn.co/mp3-preview/9891b2ac930b2789b2565e3a90fe1880dfd73627?cid=f49b8fe4af844617963433907d2571bc,metal,0.462
1nXTM2CVdaoCySSD5kgt3J,https://p.scdn.co/mp3-preview/fa61f4747955cdd1cba4974929336ac31bf19ac2?cid=f49b8fe4af844617963433907d2571bc,reggae,0.786
2kalZiYSGmZLO30NhYpdW5,https://p.scdn.co/mp3-preview/6447e9aa55297a7caaefbb059ed6e3a5113f3bfe?cid=f49b8fe4af844617963433907d2571bc,jazz,0.263
6kucNn22HB0qb2ZPa1BrNl,https://p.scdn.co/mp3-preview/91ab849d9751ec0157d1e54dce38042400178e0f?cid=f49b8fe4af844617963433907d2571bc,blues,0.713
203xxdlledLFnkqrUleD72,https://p.scdn.co/mp3-preview/51d4983a7d14f986206aa07292d63af581ff1a1e?cid=f49b8fe4af844617963433907d2571bc,metal,0.272
04eShjKTWijeJJqGnhxpYK,https://p.scdn.co/mp3-preview/1f342f2479f0fe6ae2c084540d1b9e5a6ae76348?cid=f49b8fe4af844617963433907d2571bc,classical,0.235
3R85E9l94NyQwqcEZcqnPv,https://p.scdn.co/mp3-preview/d071123a17597dfa2da4af9a68ca0792dd987861?cid=f49b8fe4af844617963433907d2571bc,reggae,0.82
42SUfZvm3Xka2vfvu1hYCG,https://p.scdn.co/mp3-preview/e0382723d13ededc51f88a75b187015e33a3ac5a?cid=f49b8fe4af844617963433907d2571bc,reggae,0.607
0YZEYxd1oiqZRFhnnmTKKi,https://p.scdn.co/mp3-preview/69f3bf9f2b46a977069cd9761f3bb30f6fb12ce4?cid=f49b8fe4af844617963433907d2571bc,metal,0.39
748vGeafu1kxNQ82WbgVyi,https://p.scdn.co/mp3-preview/fe0f6f88693d482fed9bcf3d2f874c42c6d5fb76?cid=f49b8fe4af844617963433907d2571bc,classical,0.298
6ypKaenmVXMCXvlkfYOpjf,https://p.scdn.co/mp3-preview/508b67fec2518ca36ccbbdbc9f431d4e2a4b3d9d?cid=f49b8fe4af844617963433907d2571bc,metal,0.458
6s5RST1nc8ALy2u9DjumxO,https://p.scdn.co/mp3-preview/08481a2bd68c638fd740f155ff9605e2c2f7d567?cid=f49b8fe4af844617963433907d2571bc,rock,0.644
77j9SlhRd4MBGU998c7dnw,https://p.scdn.co/mp3-preview/c92a9fb8232e17546fa907ed1edbb0142e4ae4ff?cid=f49b8fe4af844617963433907d2571bc,blues,0.611
2egkaIBNFO5YcwaOhVsLY3,https://p.scdn.co/mp3-preview/2e953791666a6b6af119ab7a535fa8cb9a370030?cid=f49b8fe4af844617963433907d2571bc,classical,0.268
5RvYbjPoLlvFw60ZrSufCi,https://p.scdn.co/mp3-preview/43696785274bd984c676e7de1e6a085e41cddc12?cid=f49b8fe4af844617963433907d2571bc,hiphop,0.653
7eLrapdVU7KGC8m1ygfHgc,https://p.scdn.co/mp3-preview/b5677ac85eb2264a981aa5900b07d80f21cdd38f?cid=f49b8fe4af844617963433907d2571bc,rock,0.643
0S0YKiEdR9cT9pYgEaTevF,https://p.scdn.co/mp3-preview/db6ce746f22800aafbfaeec7b14aecc8046903cc?cid=f49b8fe4af844617963433907d2571bc,classical,0.0623
0e0FpjVh20tBrnHt3rekG0,https://p.scdn.co/mp3-preview/8c4c65745e72796fe791adee0801c17b18f0ec24?cid=f49b8fe4af844617963433907d2571bc,reggae,0.763
1yRke3PmsyFrYlFZOAkABk,https://p.scdn.co/mp3-preview/b5f631de06835ee34fcb9c52cc80bcbe31d9bed4?cid=f49b8fe4af844617963433907d2571bc,country,0.57
3GecLjGMqzjmgkvy2v41Wf,https://p.scdn.co/mp3-preview/ad7da66c6e6b3499b647ebcacb6a92406a0f8b39?cid=f49b8fe4af844617963433907d2571bc,classical,0.341
5aeIj88MLdekYvObw5Yisk,https://p.scdn.co/mp3-preview/dddd0a8cfb395ed4809407768af532635b52a2d6?cid=f49b8fe4af844617963433907d2571bc,metal,0.408
4ZA06tbP3P7GvsNYm9n8g2,https://p.scdn.co/mp3-preview/8f44666295d6f84689e05a0c51b596f3b89613a2?cid=f49b8fe4af844617963433907d2571bc,disco,0.816
